Gene ,Gene Name,miRNA ,Target Score,Human
Zdhhc21,"zinc finger, DHHC domain containing 21",miR-340-5p,90,✓
Dlgap2,DLG associated protein 2,miR-340-5p,90,✓
Fgf13,fibroblast growth factor 13,miR-340-5p,90,✓
Rgs17,regulator of G-protein signaling 17,miR-340-5p,90,✓
Capn7,calpain 7,miR-340-5p,90,✓
Snx3,sorting nexin 3,miR-340-5p,90,✓
Atxn7,ataxin 7,miR-340-5p,90,✓
Slc4a7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",miR-340-5p,90,✓
Blcap,bladder cancer associated protein,miR-340-5p,90,✓
Kcns3,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3",miR-340-5p,90,✓
Erbin,Erbb2 interacting protein,miR-340-5p,90,✓
Ahctf1,AT hook containing transcription factor 1,miR-340-5p,90,✓
Epc2,enhancer of polycomb homolog 2,miR-340-5p,90,✓
Pdcd4,programmed cell death 4,miR-340-5p,90,✓
R3hdml,R3H domain containing-like,miR-340-5p,90,✓
Runx1,runt related transcription factor 1,miR-340-5p,90,✓
Gm13090,predicted gene 13090,miR-340-5p,90,
Dmxl2,Dmx-like 2,miR-133b-3p,89,✓
Fam19a5,"family with sequence similarity 19, member A5",miR-133b-3p,89,✓
Fam160b1,"family with sequence similarity 160, member B1",miR-133b-3p,89,✓
Wasf2,"WAS protein family, member 2",miR-133b-3p,89,✓
Faim,Fas apoptotic inhibitory molecule,miR-133b-3p,89,✓
Jazf1,JAZF zinc finger 1,miR-133b-3p,89,✓
Ppp2r2d,"protein phosphatase 2, regulatory subunit B, delta",miR-133b-3p,89,✓
Myrf,myelin regulatory factor,miR-133b-3p,89,✓
Sgms2,sphingomyelin synthase 2,miR-133b-3p,89,✓
Slc30a7,"solute carrier family 30 (zinc transporter), member 7",miR-133b-3p,89,✓
Arhgap12,Rho GTPase activating protein 12,miR-133b-3p,89,✓
Mtmr4,myotubularin related protein 4,miR-133b-3p,89,✓
Acat2,acetyl-Coenzyme A acetyltransferase 2,miR-133b-3p,89,✓
Mmp15,matrix metallopeptidase 15,miR-133b-3p,89,✓
Rarb,"retinoic acid receptor, beta",miR-133b-3p,89,✓
Snx30,sorting nexin family member 30,miR-133b-3p,89,✓
Snrk,SNF related kinase,miR-133b-3p,89,✓
Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,miR-133b-3p,89,✓
Ube2q1,ubiquitin-conjugating enzyme E2Q family member 1,miR-133b-3p,89,✓
Map3k13,mitogen-activated protein kinase kinase kinase 13,miR-205-5p,89,✓
Cgnl1,cingulin-like 1,miR-205-5p,89,✓
Zmym4,"zinc finger, MYM-type 4",miR-205-5p,89,✓
Gpc6,glypican 6,miR-205-5p,89,✓
Taok1,TAO kinase 1,miR-205-5p,89,✓
Pax9,paired box 9,miR-205-5p,89,✓
Clock,circadian locomotor output cycles kaput,miR-205-5p,89,✓
Cdh11,cadherin 11,miR-205-5p,89,✓
Ssbp3,single-stranded DNA binding protein 3,miR-205-5p,89,✓
Vps50,VPS50 EARP/GARPII complex subunit,miR-205-5p,89,✓
E2f5,E2F transcription factor 5,miR-205-5p,89,✓
Psd3,pleckstrin and Sec7 domain containing 3,miR-205-5p,89,✓
Med12l,mediator complex subunit 12-like,miR-205-5p,89,✓
Mtfr1l,mitochondrial fission regulator 1-like,miR-205-5p,89,✓
Pard6b,par-6 family cell polarity regulator beta,miR-196a-5p,89,✓
Pbx3,pre B cell leukemia homeobox 3,miR-196a-5p,89,✓
Zfp182,zinc finger protein 182,miR-196a-5p,89,
Trerf1,transcriptional regulating factor 1,miR-196a-5p,89,✓
Eef2k,eukaryotic elongation factor-2 kinase,miR-196a-5p,89,✓
Ccdc71l,coiled-coil domain containing 71 like,miR-340-5p,89,✓
Actr3,ARP3 actin-related protein 3,miR-340-5p,89,✓
Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1",miR-340-5p,89,✓
Nrarp,Notch-regulated ankyrin repeat protein,miR-340-5p,89,✓
Adamts5,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)",miR-340-5p,89,✓
Pip4p2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",miR-340-5p,89,✓
Ric1,RAB6A GEF complex partner 1,miR-340-5p,89,✓
Pcolce2,procollagen C-endopeptidase enhancer 2,miR-340-5p,89,✓
Mtf2,metal response element binding transcription factor 2,miR-340-5p,89,✓
Clint1,clathrin interactor 1,miR-340-5p,89,✓
Steap2,six transmembrane epithelial antigen of prostate 2,miR-340-5p,89,✓
Sgpp1,sphingosine-1-phosphate phosphatase 1,miR-340-5p,89,✓
Acsl4,acyl-CoA synthetase long-chain family member 4,miR-340-5p,89,✓
Zfp292,zinc finger protein 292,miR-340-5p,89,
E130308A19Rik,RIKEN cDNA E130308A19 gene,miR-340-5p,89,
Fbxo38,F-box protein 38,miR-340-5p,89,✓
Pcdhb18,protocadherin beta 18,miR-340-5p,89,✓
Hltf,helicase-like transcription factor,miR-340-5p,89,✓
Fam91a1,"family with sequence similarity 91, member A1",miR-340-5p,89,✓
Cadm3,cell adhesion molecule 3,miR-340-5p,89,✓
Ogt,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase),miR-340-5p,89,✓
Zc3h18,zinc finger CCCH-type containing 18,miR-340-5p,89,✓
Dstn,destrin,miR-340-5p,89,✓
Mstn,myostatin,miR-340-5p,89,✓
Hpcal4,hippocalcin-like 4,miR-133b-3p,88,✓
Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",miR-133b-3p,88,✓
Zfp280c,zinc finger protein 280C,miR-133b-3p,88,
Epha7,Eph receptor A7,miR-133b-3p,88,✓
Fam49a,"family with sequence similarity 49, member A",miR-133b-3p,88,✓
Foxl2,forkhead box L2,miR-133b-3p,88,✓
Pan3,PAN3 poly(A) specific ribonuclease subunit,miR-133b-3p,88,✓
Fbxl2,F-box and leucine-rich repeat protein 2,miR-133b-3p,88,✓
Rbpj,recombination signal binding protein for immunoglobulin kappa J region,miR-133b-3p,88,✓
Hs2st1,heparan sulfate 2-O-sulfotransferase 1,miR-133b-3p,88,✓
Sumo1,small ubiquitin-like modifier 1,miR-133b-3p,88,✓
Usp32,ubiquitin specific peptidase 32,miR-133b-3p,88,✓
Lhx5,LIM homeobox protein 5,miR-133b-3p,88,✓
Sephs2,selenophosphate synthetase 2,miR-133b-3p,88,✓
Fgf1,fibroblast growth factor 1,miR-133b-3p,88,✓
Scyl3,SCY1-like 3 (S. cerevisiae),miR-133b-3p,88,✓
Pik3c2a,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,miR-133b-3p,88,✓
Tln2,talin 2,miR-205-5p,88,✓
Fbxo22,F-box protein 22,miR-205-5p,88,✓
Tsc22d1,"TSC22 domain family, member 1",miR-205-5p,88,✓
Mical2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",miR-205-5p,88,✓
Rtn3,reticulon 3,miR-205-5p,88,✓
Trp53bp2,transformation related protein 53 binding protein 2,miR-205-5p,88,
Akna,AT-hook transcription factor,miR-205-5p,88,✓
Dsc3,desmocollin 3,miR-205-5p,88,✓
Epb41l4b,erythrocyte membrane protein band 4.1 like 4b,miR-205-5p,88,✓
Adgrl2,adhesion G protein-coupled receptor L2,miR-205-5p,88,✓
Rock2,Rho-associated coiled-coil containing protein kinase 2,miR-205-5p,88,✓
4930430F08Rik,RIKEN cDNA 4930430F08 gene,miR-205-5p,88,
Naa25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit",miR-205-5p,88,✓
Runx2,runt related transcription factor 2,miR-205-5p,88,✓
Slc7a6,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 6",miR-205-5p,88,✓
Tmem68,transmembrane protein 68,miR-205-5p,88,✓
Pcdh19,protocadherin 19,miR-196a-5p,88,✓
Mapk8,mitogen-activated protein kinase 8,miR-196a-5p,88,✓
Nme4,NME/NM23 nucleoside diphosphate kinase 4,miR-196a-5p,88,✓
Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",miR-340-5p,88,✓
1700029F12Rik,RIKEN cDNA 1700029F12 gene,miR-340-5p,88,
Pds5b,PDS5 cohesin associated factor B,miR-340-5p,88,✓
Lrp8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",miR-340-5p,88,✓
Lin9,lin-9 homolog (C. elegans),miR-340-5p,88,✓
Ndnf,neuron-derived neurotrophic factor,miR-340-5p,88,✓
Tbc1d23,"TBC1 domain family, member 23",miR-340-5p,88,✓
Plxnd1,plexin D1,miR-340-5p,88,✓
Kalrn,"kalirin, RhoGEF kinase",miR-340-5p,88,✓
Crebrf,CREB3 regulatory factor,miR-340-5p,88,✓
H3f3a,"H3 histone, family 3A",miR-340-5p,88,✓
Med14,mediator complex subunit 14,miR-340-5p,88,✓
Lztfl1,leucine zipper transcription factor-like 1,miR-340-5p,88,✓
Tmem237,transmembrane protein 237,miR-340-5p,88,✓
Dpy19l3,dpy-19-like 3 (C. elegans),miR-340-5p,88,✓
Gm6878,predicted gene 6878,miR-340-5p,88,
Rora,RAR-related orphan receptor alpha,miR-340-5p,88,✓
Ino80d,INO80 complex subunit D,miR-340-5p,88,✓
Crem,cAMP responsive element modulator,miR-340-5p,88,✓
Zfc3h1,"zinc finger, C3H1-type containing",miR-340-5p,88,✓
Gm14308,predicted gene 14308,miR-340-5p,88,
Slc30a7,"solute carrier family 30 (zinc transporter), member 7",miR-340-5p,88,✓
Senp7,SUMO1/sentrin specific peptidase 7,miR-340-5p,88,✓
Map4k5,mitogen-activated protein kinase kinase kinase kinase 5,miR-340-5p,88,✓
Sltm,"SAFB-like, transcription modulator",miR-340-5p,88,✓
Fbxo46,F-box protein 46,miR-340-5p,88,✓
Nus1,NUS1 dehydrodolichyl diphosphate synthase subunit,miR-340-5p,88,✓
Atf1,activating transcription factor 1,miR-340-5p,88,✓
Mtfr1,mitochondrial fission regulator 1,miR-340-5p,88,✓
Gm14325,predicted gene 14325,miR-340-5p,88,
Tmed5,transmembrane p24 trafficking protein 5,miR-340-5p,88,✓
Lilra6,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6",miR-340-5p,88,✓
Casc4,cancer susceptibility candidate 4,miR-340-5p,88,✓
Gm14434,predicted gene 14434,miR-340-5p,88,
Uimc1,ubiquitin interaction motif containing 1,miR-340-5p,88,✓
Hhip,Hedgehog-interacting protein,miR-340-5p,88,✓
Cdc42se2,CDC42 small effector 2,miR-340-5p,88,✓
Cxcl14,chemokine (C-X-C motif) ligand 14,miR-340-5p,88,✓
Trrap,transformation/transcription domain-associated protein,miR-340-5p,88,✓
1600012H06Rik,RIKEN cDNA 1600012H06 gene,miR-340-5p,88,
Npnt,nephronectin,miR-340-5p,88,✓
Dll4,delta like canonical Notch ligand 4,miR-340-5p,88,✓
Xpo1,exportin 1,miR-133b-3p,87,✓
Fam163b,"family with sequence similarity 163, member B",miR-133b-3p,87,✓
Sacm1l,SAC1 suppressor of actin mutations 1-like (yeast),miR-133b-3p,87,✓
Lancl2,LanC (bacterial lantibiotic synthetase component C)-like 2,miR-133b-3p,87,✓
Sp3,trans-acting transcription factor 3,miR-133b-3p,87,✓
Gatad2a,GATA zinc finger domain containing 2A,miR-133b-3p,87,✓
Nup153,nucleoporin 153,miR-133b-3p,87,✓
Pitpnm2,"phosphatidylinositol transfer protein, membrane-associated 2",miR-133b-3p,87,✓
Syt1,synaptotagmin I,miR-133b-3p,87,✓
Cul4b,cullin 4B,miR-133b-3p,87,✓
Dusp28,dual specificity phosphatase 28,miR-133b-3p,87,✓
Phf24,PHD finger protein 24,miR-133b-3p,87,✓
Afap1,actin filament associated protein 1,miR-133b-3p,87,✓
Lum,lumican,miR-205-5p,87,✓
Ccdc93,coiled-coil domain containing 93,miR-205-5p,87,✓
Dsc1,desmocollin 1,miR-205-5p,87,✓
Dnm3,dynamin 3,miR-205-5p,87,✓
Herc3,hect domain and RLD 3,miR-205-5p,87,✓
Rad17,RAD17 checkpoint clamp loader component,miR-205-5p,87,✓
Nhsl2,NHS-like 2,miR-205-5p,87,✓
Kat2b,K(lysine) acetyltransferase 2B,miR-205-5p,87,✓
Zfp715,zinc finger protein 715,miR-205-5p,87,
Ddx52,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52,miR-205-5p,87,✓
Srsf10,serine/arginine-rich splicing factor 10,miR-205-5p,87,✓
Pcsk9,proprotein convertase subtilisin/kexin type 9,miR-205-5p,87,✓
Dip2a,disco interacting protein 2 homolog A,miR-196a-5p,87,✓
Trp53bp2,transformation related protein 53 binding protein 2,miR-196a-5p,87,
Ccdc47,coiled-coil domain containing 47,miR-196a-5p,87,✓
Zcchc3,"zinc finger, CCHC domain containing 3",miR-196a-5p,87,✓
Rnf19a,ring finger protein 19A,miR-340-5p,87,✓
Gm4724,predicted gene 4724,miR-340-5p,87,
Gm2026,predicted gene 2026,miR-340-5p,87,
Slc35b4,"solute carrier family 35, member B4",miR-340-5p,87,✓
Tbc1d8b,"TBC1 domain family, member 8B",miR-340-5p,87,✓
1810030O07Rik,RIKEN cDNA 1810030O07 gene,miR-340-5p,87,
Esco2,establishment of sister chromatid cohesion N-acetyltransferase 2,miR-340-5p,87,✓
Appl2,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",miR-340-5p,87,✓
Cep68,centrosomal protein 68,miR-340-5p,87,✓
Tnip2,TNFAIP3 interacting protein 2,miR-340-5p,87,✓
Cep120,centrosomal protein 120,miR-340-5p,87,✓
Ranbp1,RAN binding protein 1,miR-340-5p,87,✓
Golga2,"golgi autoantigen, golgin subfamily a, 2",miR-340-5p,87,✓
Cdon,cell adhesion molecule-related/down-regulated by oncogenes,miR-340-5p,87,✓
Fam114a1,"family with sequence similarity 114, member A1",miR-340-5p,87,✓
Nt5c3,"5'-nucleotidase, cytosolic III",miR-340-5p,87,✓
Ptpre,"protein tyrosine phosphatase, receptor type, E",miR-340-5p,87,✓
Col4a3bp,"collagen, type IV, alpha 3 (Goodpasture antigen) binding protein",miR-340-5p,87,✓
Wdr13,WD repeat domain 13,miR-340-5p,87,✓
Zswim6,zinc finger SWIM-type containing 6,miR-340-5p,87,✓
Hmgb1,high mobility group box 1,miR-340-5p,87,✓
Arhgap6,Rho GTPase activating protein 6,miR-340-5p,87,✓
Esp31,exocrine gland secreted peptide 31,miR-340-5p,87,
Ino80,INO80 complex subunit,miR-340-5p,87,✓
Ahr,aryl-hydrocarbon receptor,miR-340-5p,87,✓
Stxbp5,syntaxin binding protein 5 (tomosyn),miR-340-5p,87,✓
Serbp1,serpine1 mRNA binding protein 1,miR-340-5p,87,✓
Ssr3,"signal sequence receptor, gamma",miR-340-5p,87,✓
Tnks2,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",miR-340-5p,87,✓
Fdx1,ferredoxin 1,miR-340-5p,87,✓
Svil,supervillin,miR-340-5p,87,✓
Ankrd28,ankyrin repeat domain 28,miR-340-5p,87,✓
Etfdh,"electron transferring flavoprotein, dehydrogenase",miR-340-5p,87,✓
Cr2,complement receptor 2,miR-340-5p,87,✓
Ptgs2,prostaglandin-endoperoxide synthase 2,miR-340-5p,87,✓
Psd3,pleckstrin and Sec7 domain containing 3,miR-340-5p,87,✓
Sbds,SBDS ribosome maturation factor,miR-340-5p,87,✓
Jcad,junctional cadherin 5 associated,miR-340-5p,87,✓
Mat2a,"methionine adenosyltransferase II, alpha",miR-340-5p,87,✓
Yy1,YY1 transcription factor,miR-340-5p,87,✓
Tnfrsf11b,"tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)",miR-340-5p,87,✓
Thrap3,thyroid hormone receptor associated protein 3,miR-133b-3p,86,✓
Riok2,RIO kinase 2,miR-133b-3p,86,✓
Kcna6,"potassium voltage-gated channel, shaker-related, subfamily, member 6",miR-133b-3p,86,✓
Dolpp1,dolichyl pyrophosphate phosphatase 1,miR-133b-3p,86,✓
Fam117a,"family with sequence similarity 117, member A",miR-133b-3p,86,✓
Sf3b4,"splicing factor 3b, subunit 4",miR-133b-3p,86,✓
Il1rapl2,interleukin 1 receptor accessory protein-like 2,miR-133b-3p,86,✓
Nell2,NEL-like 2,miR-133b-3p,86,✓
Ankrd12,ankyrin repeat domain 12,miR-133b-3p,86,✓
Ptbp3,polypyrimidine tract binding protein 3,miR-133b-3p,86,✓
Papln,"papilin, proteoglycan-like sulfated glycoprotein",miR-133b-3p,86,✓
Dhx32,DEAH (Asp-Glu-Ala-His) box polypeptide 32,miR-133b-3p,86,✓
Ptpro,"protein tyrosine phosphatase, receptor type, O",miR-133b-3p,86,✓
Tfg,Trk-fused gene,miR-133b-3p,86,✓
Kcnd3,"potassium voltage-gated channel, Shal-related family, member 3",miR-133b-3p,86,✓
Gab2,growth factor receptor bound protein 2-associated protein 2,miR-133b-3p,86,✓
Med12l,mediator complex subunit 12-like,miR-133b-3p,86,✓
Adamts9,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9",miR-205-5p,86,✓
P2ry1,"purinergic receptor P2Y, G-protein coupled 1",miR-205-5p,86,✓
Epb41,erythrocyte membrane protein band 4.1,miR-205-5p,86,✓
Rora,RAR-related orphan receptor alpha,miR-205-5p,86,✓
Magi2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",miR-205-5p,86,✓
Wdr33,WD repeat domain 33,miR-205-5p,86,✓
Axin2,axin 2,miR-205-5p,86,✓
Msi2,musashi RNA-binding protein 2,miR-205-5p,86,✓
Sep 12,septin 12,miR-205-5p,86,✓
Esrrg,estrogen-related receptor gamma,miR-205-5p,86,✓
Slc35b3,"solute carrier family 35, member B3",miR-205-5p,86,✓
Lpar1,lysophosphatidic acid receptor 1,miR-205-5p,86,✓
Vti1b,vesicle transport through interaction with t-SNAREs 1B,miR-205-5p,86,✓
Slc31a1,"solute carrier family 31, member 1",miR-205-5p,86,✓
Gtf2a1,"general transcription factor II A, 1",miR-196a-5p,86,✓
Fasl,"Fas ligand (TNF superfamily, member 6)",miR-196a-5p,86,✓
Usf3,upstream transcription factor family member 3,miR-196a-5p,86,✓
Tet1,tet methylcytosine dioxygenase 1,miR-196a-5p,86,✓
Eif2ak3,eukaryotic translation initiation factor 2 alpha kinase 3,miR-340-5p,86,✓
Acat3,acetyl-Coenzyme A acetyltransferase 3,miR-340-5p,86,
Als2,alsin Rho guanine nucleotide exchange factor,miR-340-5p,86,✓
Itga9,integrin alpha 9,miR-340-5p,86,✓
Trhde,TRH-degrading enzyme,miR-340-5p,86,✓
Gm12657,predicted gene 12657,miR-340-5p,86,
Mre11a,"MRE11A homolog A, double strand break repair nuclease",miR-340-5p,86,✓
Bod1l,biorientation of chromosomes in cell division 1-like,miR-340-5p,86,✓
Ap4e1,"adaptor-related protein complex AP-4, epsilon 1",miR-340-5p,86,✓
Taf8,TATA-box binding protein associated factor 8,miR-340-5p,86,✓
Aldh1a3,"aldehyde dehydrogenase family 1, subfamily A3",miR-340-5p,86,✓
Mlh3,mutL homolog 3,miR-340-5p,86,✓
Rtp2,receptor transporter protein 2,miR-340-5p,86,✓
Smc3,structural maintenance of chromosomes 3,miR-340-5p,86,✓
Il17d,interleukin 17D,miR-340-5p,86,✓
Vav3,vav 3 oncogene,miR-340-5p,86,✓
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",miR-340-5p,86,✓
Spin4,"spindlin family, member 4",miR-340-5p,86,✓
Tktl2,transketolase-like 2,miR-340-5p,86,✓
Thsd7b,"thrombospondin, type I, domain containing 7B",miR-340-5p,86,✓
Dcun1d1,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)",miR-340-5p,86,✓
Ppp1r7,"protein phosphatase 1, regulatory subunit 7",miR-340-5p,86,✓
Lgals8,"lectin, galactose binding, soluble 8",miR-340-5p,86,✓
Sowahc,sosondowah ankyrin repeat domain family member C,miR-340-5p,86,✓
Tspan14,tetraspanin 14,miR-340-5p,86,✓
Ercc6,"excision repair cross-complementing rodent repair deficiency, complementation group 6",miR-340-5p,86,✓
Rassf3,Ras association (RalGDS/AF-6) domain family member 3,miR-340-5p,86,✓
Tcf21,transcription factor 21,miR-340-5p,86,✓
Tmem248,transmembrane protein 248,miR-340-5p,86,✓
Tmem189,transmembrane protein 189,miR-340-5p,86,✓
Igf2bp3,insulin-like growth factor 2 mRNA binding protein 3,miR-340-5p,86,✓
Nfatc3,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3",miR-340-5p,86,✓
Cttnbp2,cortactin binding protein 2,miR-340-5p,86,✓
Rbp3,"retinol binding protein 3, interstitial",miR-340-5p,86,✓
Vezt,"vezatin, adherens junctions transmembrane protein",miR-340-5p,86,✓
Cadps,Ca2+-dependent secretion activator,miR-340-5p,86,✓
Stt3a,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)",miR-340-5p,86,✓
Nars2,asparaginyl-tRNA synthetase 2 (mitochondrial)(putative),miR-340-5p,86,✓
Arid1a,AT rich interactive domain 1A (SWI-like),miR-340-5p,86,✓
Zfp516,zinc finger protein 516,miR-340-5p,86,
Homez,homeodomain leucine zipper-encoding gene,miR-340-5p,86,✓
Yap1,yes-associated protein 1,miR-340-5p,86,✓
Far1,fatty acyl CoA reductase 1,miR-340-5p,86,✓
Rab30,"RAB30, member RAS oncogene family",miR-133b-3p,85,✓
Spn,sialophorin,miR-133b-3p,85,✓
Sirt1,sirtuin 1,miR-133b-3p,85,✓
Mllt3,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",miR-133b-3p,85,✓
Foxc2,forkhead box C2,miR-133b-3p,85,✓
Sf3b1,"splicing factor 3b, subunit 1",miR-133b-3p,85,✓
Selenof,selenoprotein F,miR-133b-3p,85,✓
Msn,moesin,miR-133b-3p,85,✓
Zfp800,zinc finger protein 800,miR-205-5p,85,
Gpx3,glutathione peroxidase 3,miR-205-5p,85,✓
Sertad2,SERTA domain containing 2,miR-205-5p,85,✓
Traf3ip1,TRAF3 interacting protein 1,miR-205-5p,85,✓
Crebrf,CREB3 regulatory factor,miR-205-5p,85,✓
Phc2,polyhomeotic 2,miR-205-5p,85,✓
Car8,carbonic anhydrase 8,miR-205-5p,85,
Dpm1,dolichol-phosphate (beta-D) mannosyltransferase 1,miR-205-5p,85,✓
Zhx1,zinc fingers and homeoboxes 1,miR-205-5p,85,✓
Hsf5,heat shock transcription factor family member 5,miR-205-5p,85,✓
Tmem45a2,transmembrane protein 45A2,miR-205-5p,85,
Zcchc14,"zinc finger, CCHC domain containing 14",miR-205-5p,85,✓
Sh3gl2,SH3-domain GRB2-like 2,miR-196a-5p,85,✓
Rgs17,regulator of G-protein signaling 17,miR-196a-5p,85,✓
Adamts12,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12",miR-196a-5p,85,✓
Hoxb6,homeobox B6,miR-196a-5p,85,✓
Lrrc75b,leucine rich repeat containing 75B,miR-196a-5p,85,✓
Cask,calcium/calmodulin-dependent serine protein kinase (MAGUK family),miR-196a-5p,85,✓
B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",miR-340-5p,85,✓
Irf2bp1,interferon regulatory factor 2 binding protein 1,miR-340-5p,85,✓
Fhl2,four and a half LIM domains 2,miR-340-5p,85,✓
Nup205,nucleoporin 205,miR-340-5p,85,✓
Npas4,neuronal PAS domain protein 4,miR-340-5p,85,✓
Lrrc40,leucine rich repeat containing 40,miR-340-5p,85,✓
Fbxo45,F-box protein 45,miR-340-5p,85,✓
